PLT_CN,PLOT_FIADB,MEASYEAR,INVYR,TREE_CN,STREE_CN,LAT_FUZZED,LON_FUZZED,SPCD,series,species,DBH_cm,d2pith_mm,notes_lab
6.83089E+14,267,2022,2020,NA,1.2797E+15,61.77254,-158.2567,95,00267AC,PIMA,7.62,NA,NA
6.83089E+14,11161,2022,2020,NA,1.2797E+15,61.55862,-159.9201,376,11161AC,BENE,16.26,NA,NA
6.83089E+14,11161,2022,2020,NA,1.2797E+15,61.55862,-159.9201,94,11161AD,PIGL,22.61,NA,NA
6.83089E+14,11161,2022,2020,NA,1.2797E+15,61.55862,-159.9201,94,11161AE,PIGL,31.5,NA,NA
6.83089E+14,11161,2022,2020,NA,1.2797E+15,61.55862,-159.9201,94,11161AF,PIGL,22.1,NA,NA
6.83089E+14,19581,2022,2020,NA,1.2797E+15,61.69482,-157.7023,95,19581AA,PIMA,9.4,NA,NA
6.83089E+14,19581,2022,2020,NA,1.2797E+15,61.69482,-157.7023,95,19581AB,PIMA,10.92,NA,NA
6.83089E+14,19581,2022,2020,NA,1.2797E+15,61.69482,-157.7023,94,19581AC,PIGL,16,NA,NA
6.83089E+14,19581,2022,2020,NA,1.2797E+15,61.69482,-157.7023,94,19581AD,PIGL,21.84,NA,NA
6.83089E+14,19581,2022,2020,NA,NA,61.69482,-157.7023,94,19581AE,PIGL,11.68,NA,NA
6.83089E+14,19581,2022,2020,NA,NA,61.69482,-157.7023,94,19581AF,PIGL,11.68,NA,NA
6.83089E+14,19581,2022,2020,NA,NA,61.69482,-157.7023,94,19581AG,PIGL,10.41,NA,NA
6.83089E+14,841,2022,2020,NA,1.2797E+15,60.74147,-158.2408,376,00841AB,BENE,26.92,NA,NA
6.83089E+14,841,2022,2020,NA,1.2797E+15,60.74147,-158.2408,94,00841AC,PIGL,26.92,NA,NA
6.83089E+14,841,2022,2020,NA,1.2797E+15,60.74147,-158.2408,94,00841AD,PIGL,20.07,NA,NA
6.83089E+14,841,2022,2020,NA,1.2797E+15,60.74147,-158.2408,94,00841AE,PIGL,23.11,NA,NA
6.83089E+14,4451,2022,2020,NA,NA,62.18038,-156.8958,95,04451AA,PIMA,9.14,NA,NA
6.83089E+14,4451,2022,2020,NA,NA,62.18038,-156.8958,95,04451AB,PIMA,8.89,NA,NA
6.83089E+14,4451,2022,2020,NA,NA,62.18038,-156.8958,95,04451AC,PIMA,9.14,NA,NA
6.83089E+14,28944,2022,2020,NA,NA,61.69524,-155.9296,71,28944AA,LALA,11.43,NA,NA
6.83089E+14,28944,2022,2020,NA,NA,61.69524,-155.9296,71,28944AB,LALA,10.67,NA,NA
6.83089E+14,28944,2022,2020,NA,NA,61.69524,-155.9296,71,28944AC,LALA,11.68,NA,NA
6.83089E+14,19067,2022,2020,NA,1.2797E+15,61.50069,-158.8238,95,19067AA,PIMA,8.13,NA,NA
6.83089E+14,19067,2022,2020,NA,1.2797E+15,61.50069,-158.8238,95,19067AB,PIMA,8.38,NA,NA
6.83089E+14,19067,2022,2020,NA,1.2797E+15,61.50069,-158.8238,95,19067AC,PIMA,9.91,NA,NA
6.83089E+14,4046,2022,2020,NA,1.2797E+15,61.6848,-158.9284,94,04046AD,PIGL,21.34,NA,NA
6.83089E+14,4046,2022,2020,NA,1.2797E+15,61.6848,-158.9284,94,04046AE,PIGL,21.34,NA,NA
6.83089E+14,5584,2022,2020,NA,NA,61.76237,-155.2733,95,05584AA,PIMA,9.91,NA,NA
6.83089E+14,5584,2022,2020,NA,NA,61.76237,-155.2733,95,05584AB,PIMA,9.91,NA,NA
6.83089E+14,5584,2022,2020,NA,NA,61.76237,-155.2733,95,05584AC,PIMA,8.38,NA,NA
6.83089E+14,40876,2022,2020,NA,NA,61.96112,-157.1288,94,40876AA,PIGL,12.7,NA,NA
6.83089E+14,39709,2022,2020,NA,NA,61.98133,-157.3104,95,39709AA,PIMA,11.18,NA,NA
6.83089E+14,39709,2022,2020,NA,NA,61.98133,-157.3104,95,39709AB,PIMA,8.89,NA,NA
6.83089E+14,39709,2022,2020,NA,NA,61.98133,-157.3104,95,39709AC,PIMA,7.62,NA,NA
6.83089E+14,721,2022,2020,NA,NA,61.34177,-158.2158,95,00721AB,PIMA,10.67,NA,NA
6.83089E+14,721,2022,2020,NA,NA,61.34177,-158.2158,95,00721AC,PIMA,8.38,NA,NA
6.83089E+14,721,2022,2020,NA,NA,61.34177,-158.2158,95,00721AD,PIMA,11.43,NA,NA
6.83089E+14,44264,2022,2020,NA,NA,61.64314,-159.2543,94,44264AD,PIGL,17.27,NA,NA
6.83089E+14,20399,2022,2020,NA,1.2797E+15,61.9946,-156.77,94,20399AA,PIGL,15.49,NA,NA
6.83089E+14,20399,2022,2020,NA,1.2797E+15,61.9946,-156.77,94,20399AB,PIGL,20.07,NA,NA
6.83089E+14,20399,2022,2020,NA,1.2797E+15,61.9946,-156.77,94,20399AC,PIGL,15.75,NA,NA
6.8309E+14,22896,2022,2020,NA,1.27971E+15,61.89656,-157.2887,94,22896AA,PIGL,28.7,NA,NA
6.8309E+14,22896,2022,2020,NA,1.27971E+15,61.89656,-157.2887,94,22896AB,PIGL,27.94,NA,NA
6.8309E+14,22896,2022,2020,NA,1.27971E+15,61.89656,-157.2887,94,22896AC,PIGL,21.84,NA,NA
9.23529E+14,9511,2022,2022,NA,1.27974E+15,62.16595,-158.6647,95,09511AB,PIMA,10.41,NA,NA
9.23529E+14,9511,2022,2022,NA,1.27974E+15,62.16595,-158.6647,95,09511AC,PIMA,9.91,NA,NA
9.23529E+14,9511,2022,2022,NA,1.27974E+15,62.16595,-158.6647,95,09511AD,PIMA,9.14,NA,NA
9.23529E+14,32429,2022,2022,NA,NA,62.05811,-160.5848,95,32429AB,PIMA,9.65,NA,NA
9.23529E+14,32429,2022,2022,NA,NA,62.05811,-160.5848,95,32429AC,PIMA,10.67,NA,NA
9.23529E+14,32429,2022,2022,NA,NA,62.05811,-160.5848,95,32429AD,PIMA,12.45,NA,NA
6.83089E+14,45440,2022,2020,NA,1.2797E+15,61.61533,-158.3616,95,45440AC,PIMA,14.22,NA,NA
6.83089E+14,45440,2022,2020,NA,1.2797E+15,61.61533,-158.3616,95,45440AD,PIMA,12.7,NA,NA
6.83089E+14,45440,2022,2020,NA,1.2797E+15,61.61533,-158.3616,95,45440AE,PIMA,12.7,NA,NA
6.83089E+14,45440,2022,2020,NA,1.2797E+15,61.61533,-158.3616,94,45440AF,PIGL,22.1,NA,NA
6.83089E+14,45440,2022,2020,NA,1.2797E+15,61.61533,-158.3616,94,45440AG,PIGL,20.32,NA,NA
6.83089E+14,45440,2022,2020,NA,1.2797E+15,61.61533,-158.3616,94,45440AH,PIGL,22.61,NA,NA
6.83089E+14,33021,2022,2020,NA,NA,60.96108,-159.2152,95,33021AA,PIMA,11.94,NA,NA
6.83089E+14,33021,2022,2020,NA,NA,60.96108,-159.2152,95,33021AB,PIMA,12.45,NA,NA
6.83089E+14,33021,2022,2020,NA,NA,60.96108,-159.2152,95,33021AC,PIMA,10.92,NA,NA
6.83089E+14,22897,2022,2020,NA,1.2797E+15,61.38902,-160.7035,94,22897AB,PIGL,17.78,NA,NA
6.83089E+14,22897,2022,2020,NA,1.2797E+15,61.38902,-160.7035,94,22897AC,PIGL,17.27,NA,NA
6.83089E+14,22897,2022,2020,NA,1.2797E+15,61.38902,-160.7035,94,22897AD,PIGL,8.13,NA,NA
6.83089E+14,22897,2022,2020,NA,1.2797E+15,61.38902,-160.7035,94,22897AE,PIGL,5.84,NA,NA
6.83089E+14,22897,2022,2020,NA,1.2797E+15,61.38902,-160.7035,94,22897AF,PIGL,7.11,NA,NA
9.23529E+14,25431,2022,2022,NA,NA,62.39803,-159.1569,95,25431AA,PIMA,10.41,NA,NA
9.23529E+14,25431,2022,2022,NA,NA,62.39803,-159.1569,95,25431AB,PIMA,7.87,NA,NA
9.23529E+14,25431,2022,2022,NA,NA,62.39803,-159.1569,95,25431AC,PIMA,11.18,NA,NA
9.23529E+14,25762,2022,2022,NA,1.27974E+15,61.77856,-158.986,95,25762AB,PIMA,8.13,NA,NA
6.83089E+14,46038,2022,2020,NA,1.2797E+15,61.60699,-155.3763,95,46038AA,PIMA,10.67,NA,NA
6.83089E+14,46038,2022,2020,NA,1.2797E+15,61.60699,-155.3763,95,46038AB,PIMA,12.45,NA,NA
6.83089E+14,46038,2022,2020,NA,1.2797E+15,61.60699,-155.3763,95,46038AC,PIMA,8.64,NA,NA
6.83089E+14,58678,2022,2020,NA,NA,61.5842,-155.1814,95,58678AA,PIMA,8.38,NA,NA
6.83089E+14,58678,2022,2020,NA,NA,61.5842,-155.1814,95,58678AB,PIMA,5.08,NA,NA
6.83089E+14,58678,2022,2020,NA,NA,61.5842,-155.1814,95,58678AC,PIMA,8.89,NA,NA
6.83089E+14,18001,2022,2020,NA,NA,61.64447,-159.981,95,18001AA,PIMA,5.84,NA,NA
6.83089E+14,18001,2022,2020,NA,NA,61.64447,-159.981,95,18001AB,PIMA,8.13,NA,NA
6.83089E+14,18001,2022,2020,NA,NA,61.64447,-159.981,95,18001AC,PIMA,10.16,NA,NA
6.83089E+14,42059,2022,2020,NA,1.2797E+15,61.64951,-158.0296,95,42059AB,PIMA,9.4,NA,NA
6.83089E+14,42059,2022,2020,NA,1.2797E+15,61.64951,-158.0296,95,42059AC,PIMA,11.94,NA,NA
6.83089E+14,42059,2022,2020,NA,1.2797E+15,61.64951,-158.0296,95,42059AD,PIMA,9.65,NA,NA
6.83089E+14,59019,2022,2020,NA,NA,61.431,-160.368,71,59019AA,LALA,1.27,NA,NA
6.83089E+14,59019,2022,2020,NA,NA,61.431,-160.368,94,59019AB,PIGL,9.91,NA,NA
6.83089E+14,59019,2022,2020,NA,NA,61.431,-160.368,94,59019AC,PIGL,8.64,NA,NA
6.83089E+14,59019,2022,2020,NA,NA,61.431,-160.368,94,59019AD,PIGL,9.65,NA,NA
6.83089E+14,39351,2022,2020,NA,1.2797E+15,61.75963,-155.7728,94,39351AA,PIGL,17.78,NA,NA
6.83089E+14,39351,2022,2020,NA,1.2797E+15,61.75963,-155.7728,94,39351AB,PIGL,19.3,NA,NA
6.83089E+14,39351,2022,2020,NA,1.2797E+15,61.75963,-155.7728,94,39351AC,PIGL,14.99,NA,NA
6.83089E+14,7961,2022,2020,NA,NA,62.15418,-156.6664,95,07961AA,PIMA,8.64,NA,NA
6.83089E+14,7961,2022,2020,NA,NA,62.15418,-156.6664,95,07961AB,PIMA,12.45,NA,NA
6.83089E+14,7961,2022,2020,NA,NA,62.15418,-156.6664,95,07961AC,PIMA,12.19,NA,NA
6.83089E+14,7961,2022,2020,NA,NA,62.15418,-156.6664,95,07961AD,PIMA,11.68,NA,NA
6.83089E+14,7961,2022,2020,NA,NA,62.15418,-156.6664,95,07961AE,PIMA,7.37,NA,NA
6.83089E+14,7961,2022,2020,NA,NA,62.15418,-156.6664,95,07961AF,PIMA,11.43,NA,NA
6.83089E+14,26068,2022,2020,NA,NA,61.59419,-156.4082,95,26068AA,PIMA,9.4,NA,NA
6.83089E+14,26068,2022,2020,NA,NA,61.59419,-156.4082,95,26068AB,PIMA,7.62,NA,NA
6.83089E+14,26068,2022,2020,NA,NA,61.59419,-156.4082,95,26068AC,PIMA,8.64,NA,NA
6.83089E+14,54662,2022,2020,NA,1.27971E+15,61.82208,-156.1636,95,54662AA,PIMA,12.45,NA,NA
6.83089E+14,54662,2022,2020,NA,1.27971E+15,61.82208,-156.1636,95,54662AB,PIMA,9.4,NA,NA
6.83089E+14,54662,2022,2020,NA,1.27971E+15,61.82208,-156.1636,95,54662AC,PIMA,10.16,NA,NA
6.83089E+14,63630,2022,2020,NA,NA,61.96906,-156.6019,95,63630AA,PIMA,14.22,NA,NA
6.83089E+14,63630,2022,2020,NA,NA,61.96906,-156.6019,95,63630AB,PIMA,20.57,NA,NA
6.83089E+14,63630,2022,2020,NA,NA,61.96906,-156.6019,95,63630AC,PIMA,17.53,NA,NA
6.83089E+14,63321,2022,2020,NA,NA,61.50652,-156.3544,95,63321AA,PIMA,10.16,NA,NA
6.83089E+14,63321,2022,2020,NA,NA,61.50652,-156.3544,95,63321AB,PIMA,8.13,NA,NA
6.83089E+14,63321,2022,2020,NA,NA,61.50652,-156.3544,95,63321AC,PIMA,9.65,NA,NA
6.83089E+14,26460,2022,2020,NA,NA,61.67233,-157.4982,94,26460AG,PIGL,16,NA,NA
6.83089E+14,26460,2022,2020,NA,NA,61.67233,-157.4982,94,26460AH,PIGL,33.78,NA,sp1
6.83089E+14,12356,2022,2020,NA,1.27971E+15,62.06107,-156.6212,95,12356AA,PIMA,8.64,NA,NA
6.83089E+14,12356,2022,2020,NA,1.27971E+15,62.06107,-156.6212,95,12356AB,PIMA,8.64,NA,NA
6.83089E+14,12356,2022,2020,NA,1.27971E+15,62.06107,-156.6212,95,12356AC,PIMA,8.64,NA,NA
6.83089E+14,59423,2022,2020,NA,NA,61.97217,-157.8379,95,59423AA,PIMA,11.18,NA,NA
6.83089E+14,59423,2022,2020,NA,NA,61.97217,-157.8379,95,59423AB,PIMA,5.84,NA,NA
6.83089E+14,59423,2022,2020,NA,NA,61.97217,-157.8379,95,59423AC,PIMA,8.64,NA,NA
6.83089E+14,23483,2022,2020,NA,1.27971E+15,61.88606,-156.0077,95,23483AA,PIMA,9.91,NA,NA
6.83089E+14,23483,2022,2020,NA,1.27971E+15,61.88606,-156.0077,95,23483AB,PIMA,9.14,NA,NA
6.83089E+14,23483,2022,2020,NA,1.27971E+15,61.88606,-156.0077,95,23483AC,PIMA,7.87,NA,NA
6.83089E+14,60427,2022,2020,NA,NA,61.71315,-156.6506,95,60427AA,PIMA,10.92,NA,NA
6.83089E+14,60427,2022,2020,NA,NA,61.71315,-156.6506,95,60427AB,PIMA,10.16,NA,NA
6.83089E+14,60427,2022,2020,NA,NA,61.71315,-156.6506,95,60427AC,PIMA,11.94,NA,NA
6.83089E+14,37448,2022,2020,NA,1.27971E+15,61.92573,-158.1835,95,37448AA,PIMA,8.64,NA,NA
6.83089E+14,37448,2022,2020,NA,NA,61.92573,-158.1835,95,37448AB,PIMA,10.41,NA,NA
6.83089E+14,37448,2022,2020,NA,1.27971E+15,61.92573,-158.1835,95,37448AC,PIMA,7.62,NA,NA
6.83089E+14,48529,2022,2020,NA,1.27971E+15,60.89011,-159.3539,94,48529AC,PIGL,35.81,NA,NA
6.83089E+14,48529,2022,2020,NA,1.27971E+15,60.89011,-159.3539,94,48529AD,PIGL,39.88,NA,NA
6.83089E+14,56519,2022,2020,NA,1.27971E+15,61.8906,-155.4855,95,56519AA,PIMA,6.35,NA,NA
6.83089E+14,56519,2022,2020,NA,1.27971E+15,61.8906,-155.4855,95,56519AB,PIMA,7.62,NA,NA
6.83089E+14,56519,2022,2020,NA,1.27971E+15,61.8906,-155.4855,95,56519AC,PIMA,9.14,NA,NA
6.83089E+14,33257,2022,2020,NA,1.27971E+15,61.04642,-159.2745,94,33257AE,PIGL,10.92,NA,NA
6.83089E+14,33257,2022,2020,NA,NA,61.04642,-159.2745,94,33257AF,PIGL,8.38,NA,NA
6.83089E+14,33257,2022,2020,NA,NA,61.04642,-159.2745,94,33257AG,PIGL,11.94,NA,NA
6.83089E+14,47497,2022,2020,NA,NA,61.89442,-154.9536,95,47497AA,PIMA,7.37,NA,NA
6.83089E+14,47497,2022,2020,NA,NA,61.89442,-154.9536,95,47497AB,PIMA,8.38,NA,NA
6.83089E+14,47497,2022,2020,NA,NA,61.89442,-154.9536,95,47497AC,PIMA,11.18,NA,NA
6.83089E+14,59621,2022,2020,NA,NA,61.87907,-156.5429,95,59621AA,PIMA,5.08,NA,NA
6.83089E+14,59621,2022,2020,NA,NA,61.87907,-156.5429,95,59621AB,PIMA,6.6,NA,NA
6.83089E+14,59621,2022,2020,NA,NA,61.87907,-156.5429,95,59621AC,PIMA,7.11,NA,NA
9.23529E+14,10675,2022,2022,NA,1.27974E+15,62.21164,-159.0488,95,10675AA,PIMA,8.89,NA,NA
9.23529E+14,10675,2022,2022,NA,1.27974E+15,62.21164,-159.0488,95,10675AB,PIMA,13.46,NA,NA
9.23529E+14,10675,2022,2022,NA,1.27974E+15,62.21164,-159.0488,95,10675AC,PIMA,18.8,NA,NA
6.8309E+14,31908,2022,2020,NA,1.27971E+15,61.29511,-156.0957,95,31908AA,PIMA,11.18,NA,NA
6.8309E+14,31908,2022,2020,NA,1.27971E+15,61.29511,-156.0957,95,31908AB,PIMA,11.18,NA,NA
6.8309E+14,31908,2022,2020,NA,1.27971E+15,61.29511,-156.0957,95,31908AC,PIMA,9.65,NA,NA
6.8309E+14,43339,2022,2020,NA,1.27971E+15,60.98068,-159.4032,95,43339AA,PIMA,10.41,NA,NA
6.8309E+14,43339,2022,2020,NA,1.27971E+15,60.98068,-159.4032,95,43339AB,PIMA,9.14,NA,NA
6.8309E+14,43339,2022,2020,NA,1.27971E+15,60.98068,-159.4032,95,43339AC,PIMA,7.11,NA,NA
9.23529E+14,5546,2022,2022,NA,1.27974E+15,62.19068,-160.3046,95,05546AA,PIMA,10.41,NA,NA
9.23529E+14,5546,2022,2022,NA,1.27974E+15,62.19068,-160.3046,95,05546AB,PIMA,10.41,NA,NA
9.23529E+14,5546,2022,2022,NA,1.27974E+15,62.19068,-160.3046,95,05546AC,PIMA,10.41,NA,NA
6.8309E+14,8716,2022,2020,NA,NA,61.75441,-156.3156,95,08716AA,PIMA,11.94,NA,SA
6.8309E+14,8716,2022,2020,NA,NA,61.75441,-156.3156,95,08716AB,PIMA,11.68,NA,SA
6.8309E+14,8716,2022,2020,NA,NA,61.75441,-156.3156,95,08716AC,PIMA,10.41,NA,SA
6.8309E+14,40860,2022,2020,NA,1.27971E+15,60.68153,-159.0764,94,40860AA,PIGL,14.99,NA,NA
6.8309E+14,40860,2022,2020,NA,1.27971E+15,60.68153,-159.0764,94,40860AB,PIGL,16,NA,NA
6.8309E+14,40860,2022,2020,NA,1.27971E+15,60.68153,-159.0764,94,40860AC,PIGL,14.22,NA,NA
6.8309E+14,30062,2022,2020,NA,NA,61.66465,-159.4382,95,30062AA,PIMA,7.62,NA,NA
6.8309E+14,9563,2022,2020,NA,NA,61.72243,-156.1196,95,09563AB,PIMA,10.41,NA,NA
6.8309E+14,9563,2022,2020,NA,NA,61.72243,-156.1196,95,09563AC,PIMA,10.16,NA,NA
6.8309E+14,59980,2022,2020,NA,1.27971E+15,61.85052,-158.8443,95,59980AD,PIMA,16.76,NA,NA
9.23529E+14,63099,2022,2022,NA,NA,62.07209,-158.6031,95,63099AB,PIMA,8.89,NA,NA
6.8309E+14,56318,2022,2020,NA,1.27971E+15,61.28217,-156.6196,95,56318AB,PIMA,10.41,NA,NA
6.8309E+14,56318,2022,2020,NA,1.27971E+15,61.28217,-156.6196,95,56318AC,PIMA,9.91,NA,NA
6.8309E+14,56318,2022,2020,NA,1.27971E+15,61.28217,-156.6196,95,56318AD,PIMA,10.67,NA,NA
6.8309E+14,2377,2022,2020,NA,NA,61.80655,-159.1827,95,02377AA,PIMA,6.35,NA,plot mislabeled - changed from 54253 to 54523 (Cahoon)
6.8309E+14,2377,2022,2020,NA,NA,61.80655,-159.1827,95,02377AB,PIMA,6.1,NA,plot mislabeled - changed from 54253 to 54523 (Cahoon)
6.8309E+14,2377,2022,2020,NA,NA,61.80655,-159.1827,95,02377AC,PIMA,7.37,NA,plot mislabeled - changed from 54253 to 54523 (Cahoon)
6.8309E+14,24456,2022,2020,NA,NA,61.23064,-160.0812,94,24456AB,PIGL,22.61,NA,NA
6.8309E+14,24456,2022,2020,NA,NA,61.23064,-160.0812,94,24456AC,PIGL,14.99,NA,NA
6.8309E+14,47511,2022,2020,NA,1.27971E+15,60.76271,-158.4185,94,47511AC,PIGL,26.42,NA,plot mislabeled - changed from 54553 to 58554 (Cahoon)
9.23529E+14,21604,2022,2022,NA,NA,62.00491,-160.1853,94,21604AB,PIGL,20.83,NA,NA
9.23529E+14,21604,2022,2022,NA,NA,62.00491,-160.1853,94,21604AC,PIGL,16.76,NA,NA
9.23529E+14,21604,2022,2022,NA,NA,62.00491,-160.1853,94,21604AD,PIGL,17.27,NA,NA
6.8309E+14,18187,2022,2020,NA,NA,60.68849,-157.8697,94,18187AA,PIGL,24.38,NA,NA
6.8309E+14,18187,2022,2020,NA,NA,60.68849,-157.8697,94,18187AB,PIGL,25.65,NA,NA
6.8309E+14,18187,2022,2020,NA,NA,60.68849,-157.8697,94,18187AC,PIGL,41.91,NA,NA
6.8309E+14,503,2022,2020,NA,NA,61.86105,-155.301,94,00503AC,PIGL,25.65,NA,NA
6.8309E+14,22792,2022,2020,NA,NA,61.22193,-158.6709,94,22792AD,PIGL,21.84,NA,NA
6.8309E+14,22792,2022,2020,NA,NA,61.22193,-158.6709,94,22792AE,PIGL,22.35,NA,NA
6.8309E+14,22792,2022,2020,NA,NA,61.22193,-158.6709,94,22792AF,PIGL,18.8,NA,NA
6.8309E+14,32381,2022,2020,NA,NA,61.02535,-159.0809,95,32381AA,PIMA,11.94,NA,NA
6.8309E+14,32381,2022,2020,NA,NA,61.02535,-159.0809,95,32381AB,PIMA,8.89,NA,NA
6.8309E+14,32381,2022,2020,NA,NA,61.02535,-159.0809,95,32381AC,PIMA,6.86,NA,NA
9.23529E+14,22718,2022,2022,NA,NA,62.17319,-160.0993,95,22718AA,PIMA,8.13,NA,NA
9.23529E+14,22718,2022,2022,NA,NA,62.17319,-160.0993,95,22718AB,PIMA,9.14,NA,NA
9.23529E+14,22718,2022,2022,NA,NA,62.17319,-160.0993,95,22718AC,PIMA,10.41,NA,NA
6.8309E+14,13739,2022,2020,NA,NA,62.02953,-156.9688,95,13739AA,PIMA,8.13,NA,plot mislabeled - changed from 58644 to 58664 (Cahoon)
6.8309E+14,13739,2022,2020,NA,NA,62.02953,-156.9688,95,13739AB,PIMA,6.1,NA,plot mislabeled - changed from 58644 to 58664 (Cahoon)
6.8309E+14,40587,2022,2020,NA,NA,61.45868,-160.5661,94,40587AC,PIGL,9.65,NA,NA
6.8309E+14,40587,2022,2020,NA,NA,61.45868,-160.5661,94,40587AD,PIGL,34.8,NA,NA
6.8309E+14,40587,2022,2020,NA,NA,61.45868,-160.5661,94,40587AE,PIGL,34.04,NA,NA
6.8309E+14,40587,2022,2020,NA,NA,61.45868,-160.5661,376,40587AF,BENE,12.45,NA,NA
6.8309E+14,40587,2022,2020,NA,NA,61.45868,-160.5661,376,40587AG,BENE,11.43,NA,NA
6.8309E+14,47098,2022,2020,NA,NA,62.02429,-158.2253,95,47098AA,PIMA,11.18,NA,NA
6.8309E+14,37774,2022,2020,NA,1.27971E+15,61.6792,-158.2151,95,37774AB,PIMA,10.67,NA,NA
6.8309E+14,37774,2022,2020,NA,1.27971E+15,61.6792,-158.2151,95,37774AC,PIMA,12.19,NA,NA
6.8309E+14,37774,2022,2020,NA,1.27971E+15,61.6792,-158.2151,95,37774AD,PIMA,11.68,NA,NA
6.8309E+14,48118,2022,2020,NA,1.27971E+15,61.57471,-160.1044,95,48118AA,PIMA,8.89,NA,NA
6.8309E+14,48118,2022,2020,NA,1.27971E+15,61.57471,-160.1044,95,48118AB,PIMA,9.91,NA,NA
6.8309E+14,48118,2022,2020,NA,1.27971E+15,61.57471,-160.1044,95,48118AC,PIMA,10.41,NA,NA
6.8309E+14,23956,2022,2020,NA,NA,61.66945,-155.7407,95,23956AA,PIMA,7.62,NA,CORE DISREGARD DUE TO AGE
6.8309E+14,23956,2022,2020,NA,NA,61.66945,-155.7407,95,23956AB,PIMA,10.92,NA,NA
6.8309E+14,57260,2022,2020,NA,1.27971E+15,62.00869,-157.4991,94,57260AB,PIGL,27.18,NA,NA
6.8309E+14,57260,2022,2020,NA,1.27971E+15,62.00869,-157.4991,94,57260AC,PIGL,28.7,NA,NA
6.8309E+14,57260,2022,2020,NA,1.27971E+15,62.00869,-157.4991,94,57260AD,PIGL,27.94,NA,NA
6.8309E+14,53790,2022,2020,NA,1.27971E+15,61.83088,-155.1272,94,53790AA,PIGL,19.81,NA,NA
6.8309E+14,53790,2022,2020,NA,1.27971E+15,61.83088,-155.1272,94,53790AB,PIGL,10.67,NA,NA
6.8309E+14,53790,2022,2020,NA,1.27971E+15,61.83088,-155.1272,94,53790AC,PIGL,21.59,NA,NA
6.8309E+14,53790,2022,2020,NA,1.27971E+15,61.83088,-155.1272,94,53790AD,PIGL,10.92,NA,NA
6.8309E+14,53790,2022,2020,NA,1.27971E+15,61.83088,-155.1272,95,53790AE,PIMA,11.43,NA,NA
6.8309E+14,38881,2022,2020,NA,1.27972E+15,61.70298,-155.4143,94,38881AC,PIGL,20.83,NA,"could be site tree 1, same DIA in FIADB"
6.83089E+14,17375,2022,2020,NA,1.27969E+15,61.82574,-155.6394,94,17375AF,PIGL,20.83,NA,plot mislabeled - changed from 13543 to 13453 (Cahoon)
6.83089E+14,19581,2022,2020,NA,1.2797E+15,61.69482,-157.7023,94,19581AH,PIGL,17.53,NA,NA
6.83089E+14,52619,2022,2020,NA,1.2797E+15,61.34583,-156.4665,95,52619AB,PIMA,11.43,NA,NA
6.83089E+14,52619,2022,2020,NA,1.2797E+15,61.34583,-156.4665,95,52619AC,PIMA,8.89,NA,NA
6.83089E+14,52619,2022,2020,NA,1.2797E+15,61.34583,-156.4665,95,52619AD,PIMA,11.18,NA,NA
6.83089E+14,26038,2022,2020,NA,1.2797E+15,61.89796,-156.7343,95,26038AA,PIMA,10.92,NA,NA
6.83089E+14,26038,2022,2020,NA,1.2797E+15,61.89796,-156.7343,95,26038AB,PIMA,8.89,NA,NA
6.83089E+14,26038,2022,2020,NA,1.2797E+15,61.89796,-156.7343,95,26038AC,PIMA,8.13,NA,NA
9.23529E+14,25762,2022,2022,NA,1.27974E+15,61.77856,-158.986,95,25762AC,PIMA,10.67,NA,NA
6.83089E+14,25013,2022,2020,NA,1.38969E+15,61.79103,-157.751,95,25013AA,PIMA,9.91,NA,plot mislabeled - changed from 37365 to 37635 (Cahoon)
6.83089E+14,25013,2022,2020,NA,1.38969E+15,61.79103,-157.751,95,25013AB,PIMA,9.4,NA,plot mislabeled - changed from 37365 to 37635 (Cahoon)
6.83089E+14,25013,2022,2020,NA,1.38969E+15,61.79103,-157.751,95,25013AC,PIMA,8.13,NA,plot mislabeled - changed from 37365 to 37635 (Cahoon)
6.83089E+14,33439,2022,2020,NA,1.2797E+15,61.29671,-159.248,95,33439AA,PIMA,9.4,NA,NA
6.83089E+14,33439,2022,2020,NA,1.2797E+15,61.29671,-159.248,95,33439AB,PIMA,8.64,NA,NA
6.83089E+14,33439,2022,2020,NA,1.2797E+15,61.29671,-159.248,95,33439AC,PIMA,8.89,NA,NA
9.23529E+14,63099,2022,2022,NA,1.27974E+15,62.07209,-158.6031,95,63099AC,PIMA,8.64,NA,NA
6.83089E+14,217,2023,2020,NA,1.54907E+15,60.75657,-156.5319,94,00217AA,PIGL,32,15.5,NA
6.83089E+14,217,2023,2020,NA,1.54907E+15,60.75657,-156.5319,94,00217AB,PIGL,33.78,13.4,NA
6.83089E+14,217,2023,2020,NA,1.54907E+15,60.75657,-156.5319,94,00217AC,PIGL,23.11,3.1,NA
6.83089E+14,217,2023,2020,1.54907E+15,NA,60.75657,-156.5319,94,00217AD,PIGL,21.59,8.3,NA
6.83089E+14,217,2023,2020,1.54907E+15,NA,60.75657,-156.5319,94,00217AE,PIGL,16.51,NA,core missing!
6.8309E+14,221,2023,2020,1.54905E+15,1.54905E+15,61.20807,-155.0217,95,00221AA,PIMA,14.99,17.7,NA
6.8309E+14,221,2023,2020,NA,1.54905E+15,61.20807,-155.0217,95,00221AB,PIMA,11.18,2.4,NA
