PLT_CN,PLOT_FIADB,MEASYEAR,TREE_CN,STREE_CN,SPCD,series,species,DBH_field,DIA,d2pith_mm,notes_lab
683089089126144,5856,2023,1549053273290487,NA,94,05856AF,PIGL,10.2,10.200000000000001,7.7,
683089122126144,6549,2023,NA,1549054730290487,95,06549AA,PIMA,4.2,4.2,10.1,
683089122126144,6549,2023,NA,1549054731290487,95,06549AB,PIMA,3.7,3.7,3.4,
683089122126144,6549,2023,NA,1549054732290487,95,06549AC,PIMA,3.8,3.8000000000000003,2.8,
683089122126144,6549,2023,1549054737290487,NA,95,06549AD,PIMA,5.1,5.1000000000000005,15.3,
683089260126144,6550,2023,1549061931290487,NA,94,06550AA,PIGL,9.2,9.200000000000001,2.7,
683089260126144,6550,2023,1549061934290487,NA,94,06550AB,PIGL,7.2,7.2,1.5,
683089078126144,7053,2023,NA,1549053118290487,376,07053AA,BENE,3.5,3.5,0.5,
683089078126144,7053,2023,NA,1549053119290487,376,07053AB,BENE,4.3,4.3,8.4,
683089078126144,7053,2023,NA,1549053120290487,376,07053AC,BENE,3.1,3.1,5.7,
683089400126144,7073,2023,NA,1549067009290487,95,07073AA,PIMA,3.1,3.1,7,
683089400126144,7073,2023,NA,1549067010290487,95,07073AB,PIMA,3.1,3.1,2.2,
683089400126144,7073,2023,NA,1549067011290487,95,07073AC,PIMA,3.5,3.5,1.1,
683089242126144,9551,2023,NA,1549061387290487,94,09551AA,PIGL,7.7,7.7,6.7,
683089242126144,9551,2023,1549061397290487,1549061388290487,94,09551AB,PIGL,8.6,8.6,20.1,
683089242126144,9551,2023,1549061401290487,1549061389290487,94,09551AC,PIGL,6.2,6.2,11.6,
683089602126144,9909,2023,NA,1549048010290487,94,09909AA,PIGL,4.3,4.3,7.4,
683089602126144,9909,2023,NA,1549048011290487,94,09909AB,PIGL,4.3,4.3,9.4,
683089602126144,9909,2023,1549048025290487,1549048012290487,94,09909AC,PIGL,6.2,6.2,1.6,
683089602126144,9909,2023,NA,1549048013290487,94,09909AD,PIGL,4.4,4.4,4.3,
683089602126144,9909,2023,NA,1549048014290487,94,09909AE,PIGL,5.5,5.5,1.6,
683089458126144,10416,2023,NA,1549069102290487,95,10416AA,PIMA,3.4,3.4,4.6,
683089458126144,10416,2023,NA,1549069103290487,95,10416AB,PIMA,3.7,3.7,7.7,
683089458126144,10416,2023,NA,1549069104290487,95,10416AC,PIMA,3.6,3.6,1,
683089290126144,10594,2023,1549063589290487,NA,94,10594AA,PIGL,6.5,6.5,7.3,
683089290126144,10594,2023,1549063590290487,NA,94,10594AB,PIGL,7.1,7.1000000000000005,4,
683089290126144,10594,2023,1549063591290487,NA,95,10594AC,PIMA,9.5,9.5,8.3,
683089614126144,11437,2023,1549048324290487,NA,94,11437AA,PIGL,7.2,7.2,23,
683089557126144,11629,2023,1549046089290487,1549046082290487,95,11629AA,PIMA,6.2,6.2,1.2,
683089557126144,11629,2023,1549046102290487,1549046083290487,95,11629AB,PIMA,7.5,7.5,4,
683089557126144,11629,2023,NA,1549046084290487,95,11629AC,PIMA,6.2,6.2,5.4,
NA,NA,NA,NA,NA,94,14358AA,PIGL,5.6,NA,5.5,
683089264126144,15080,2023,NA,1549062200290487,94,15080AA,PIGL,6.1,6.1000000000000005,1.1,
683089264126144,15080,2023,NA,1549062201290487,94,15080AB,PIGL,8.7,8.700000000000001,8.8,
683089264126144,15080,2023,NA,1549062202290487,94,15080AC,PIGL,5.7,5.7,6.3,
683089337126144,15154,2023,1549064979290487,1549064970290487,94,15154AA,PIGL,14.2,14.200000000000001,27.8,
683089337126144,15154,2023,NA,1549064971290487,94,15154AB,PIGL,10.3,10.3,24.1,
683089337126144,15154,2023,NA,1549064972290487,94,15154AC,PIGL,11.3,11.3,8.3,
683089490126144,15898,2023,NA,1549070032290487,95,15898AA,PIMA,4.1,4.1,10.2,
683089490126144,15898,2023,NA,1549070033290487,95,15898AB,PIMA,3.4,3.4,4.4,
683089490126144,15898,2023,NA,1549070034290487,95,15898AC,PIMA,2.1,2.1,5.3,
683089299126144,16153,2023,1549063871290487,1549063859290487,94,16153AB,PIGL,8.7,8.700000000000001,15.3,
683089299126144,16153,2023,1549063869290487,1549063860290487,94,16153AC,PIGL,9.4,9.4,NA,"core broken, pith offset inestimable"
683089299126144,16153,2023,NA,1549063861290487,94,16153AD,PIGL,8.4,8.4,NA,"core broken, pith offset inestimable"
683089299126144,16153,2023,1549063866290487,NA,94,16153AE,PIGL,6.9,6.9,9.7,
683089299126144,16153,2023,1549063867290487,NA,94,16153AF,PIGL,13.1,13.1,1.8,
683089299126144,16153,2023,1549063872290487,NA,94,16153AG,PIGL,12.4,12.4,NA,intrusion near pith - offset inestimable
683089751126144,16298,2023,NA,1549058732290487,95,16298AA,PIMA,2.5,2.5,4.5,
683089751126144,16298,2023,NA,1549058733290487,95,16298AB,PIMA,2.9,2.9,0.6,
683089751126144,16298,2023,NA,1549058734290487,95,16298AC,PIMA,3.9,3.9,3.3,
683089204126144,16406,2023,NA,1549059373290487,376,16406AA,BENE,4.8,4.8,5.3,
NA,NA,NA,NA,NA,95,16503AA,PIMA,2.8,NA,NA,core in several pieces - short series with missing rings in breaks - did not measure
683089544126144,16503,2023,NA,1549045159290487,95,16503AB,PIMA,3.2,3.2,1.2,
683089544126144,16503,2023,NA,1549045160290487,95,16503AC,PIMA,3.8,3.8000000000000003,6.1,
683089544126144,16503,2023,NA,1549045161290487,94,16503AD,PIGL,5.4,5.4,8.1,
683089544126144,16503,2023,1549045178290487,1549045162290487,94,16503AE,PIGL,6.8,6.8,3.8,
683089544126144,16503,2023,NA,1549045163290487,94,16503AF,PIGL,6.2,6.2,4.9,"bark missing, end year likely 2021"
683089166126144,17088,2023,NA,1549057791290487,95,17088AA,PIMA,3.8,3.8000000000000003,1.7,
683089166126144,17088,2023,NA,1549057792290487,95,17088AB,PIMA,4,4,3.3,
683089166126144,17088,2023,NA,1549057793290487,95,17088AC,PIMA,4.4,4.4,4.3,
683089303126144,17090,2023,1549064129290487,1549064118290487,94,17090AA,PIGL,NA,8.2,4,
683089303126144,17090,2023,NA,1549064120290487,94,17090AB,PIGL,7.6,7.6000000000000005,17.8,
683089303126144,17090,2023,NA,1549064119290487,94,17090AC,PIGL,7.4,7.4,10.7,
683089237126144,17231,2023,NA,1549061117290487,71,17231AA,LALA,3.9,3.9,2.7,
683089113126144,18888,2023,1549054497290487,1549054489290487,94,18888AA,PIGL,6.7,6.7,4.2,
683089113126144,18888,2023,1549054498290487,1549054490290487,94,18888AB,PIGL,7.1,7.1000000000000005,11.4,
683089113126144,18888,2023,NA,1549054491290487,94,18888AC,PIGL,7.4,7.4,14.7,
683089436126144,19010,2023,NA,1549068193290487,94,19010AA,PIGL,13.7,13.700000000000001,21.1,
683089436126144,19010,2023,1549068200290487,1549068194290487,94,19010AB,PIGL,13.9,13.9,4.8,
683089436126144,19010,2023,1549068223290487,1549068195290487,94,19010AC,PIGL,12.9,12.9,33.9,
683089539126144,19280,2023,NA,1549044824290487,95,19280AA,PIMA,2.1,2.1,2.1,
683089539126144,19280,2023,NA,1549044825290487,95,19280AB,PIMA,2.1,2.1,0.5,
683089172126144,19341,2023,1549058249290487,NA,95,19341AA,PIMA,2.8,2.8000000000000003,NA,core in several pieces - unmeasurable
683089172126144,19341,2023,1549058250290487,1549058238290487,95,19341AB,PIMA,4,4,0.6,
683089172126144,19341,2023,1549058250290487,1549058239290487,95,19341AB,PIMA,4,4,0.6,
683089172126144,19341,2023,NA,1549058240290487,95,19341AD,PIMA,3.9,3.9,6.3,
683089172126144,19341,2023,NA,1549058241290487,95,19341AD,PIMA,3.9,3.9,6.3,
683089402126144,19807,2023,NA,1549067197290487,95,19807AA,PIMA,4.5,4.5,7,
683089402126144,19807,2023,NA,1549067198290487,95,19807AB,PIMA,4.2,4.2,2.3,
683089402126144,19807,2023,NA,1549067199290487,95,19807AC,PIMA,4.6,4.6000000000000005,8.7,
683089597126144,19827,2023,NA,1549047833290487,95,19827AA,PIMA,3.3,3.3000000000000003,2.6,
683089597126144,19827,2023,NA,1549047834290487,95,19827AB,PIMA,3.2,3.2,7.1,"core broken at end, end year likely 2019"
683089597126144,19827,2023,NA,1549047835290487,95,19827AC,PIMA,4.8,4.8,NA,core broken - pith offset inestimable
683089245126144,20100,2023,NA,1549061577290487,94,20100AA,PIGL,5.7,5.7,9.2,
683089245126144,20100,2023,NA,1549061578290487,94,20100AB,PIGL,7.5,7.5,NA,core broken - pith offset inestimable
683089245126144,20100,2023,NA,1549061579290487,94,20100AC,PIGL,7.1,7.1000000000000005,7.1,
683089245126144,20100,2023,1549061596290487,1549061580290487,94,20100AD,PIGL,5.3,5.3,7.4,
683089540126144,20249,2023,1549044946290487,1549044936290487,94,20249AA,PIGL,6,6,0.7,
683089540126144,20249,2023,1549044957290487,1549044937290487,94,20249AB,PIGL,7.3,7.3,1.4,
683089540126144,20249,2023,NA,1549044935290487,94,20249AC,PIGL,7.8,7.8,3.3,
NA,NA,NA,NA,NA,95,20552AA,PIMA,2.5,NA,1.8,
683089136126144,20552,2023,NA,1549056100290487,95,20552AB,PIMA,3.3,3.3000000000000003,6.3,
683089136126144,20552,2023,NA,1549056099290487,71,20552AC,LALA,3.4,3.4,2.3,
683089136126144,20552,2023,1549056127290487,1549056101290487,95,20552AD,PIMA,8.3,8.3,23,
683089136126144,20552,2023,1549056125290487,1549056102290487,95,20552AE,PIMA,6.9,6.9,15.1,
683089430126144,20663,2023,NA,1549067679290487,95,20663AA,PIMA,3.7,3.7,0.7,
683089430126144,20663,2023,NA,1549067680290487,95,20663AB,PIMA,3,3,1.3,
683089430126144,20663,2023,NA,1549067681290487,95,20663AC,PIMA,2.5,2.5,0.6,
683089514126144,21183,2023,NA,1549070660290487,94,21183AA,PIGL,3.1,3.1,1.8,
683089514126144,21183,2023,NA,1549070662290487,94,21183AB,PIGL,3.7,3.7,0.5,
683089514126144,21183,2023,NA,1549070661290487,94,21183AC,PIGL,3.2,3.2,1.7,
683089509126144,21621,2023,1549070536290487,1549070509290487,94,21621AA,PIGL,8.5,8.5,6.3,
683089509126144,21621,2023,1549070523290487,1549070510290487,94,21621AB,PIGL,12.6,12.6,7.2,
683089509126144,21621,2023,NA,1549070511290487,94,21621AD,PIGL,12,12,7.3,
683089509126144,21621,2023,NA,1549070512290487,94,21621AE,PIGL,4.2,4.2,2.3,
683089509126144,21621,2023,NA,1549070513290487,94,21621AF,PIGL,5,6.6000000000000005,7.9,
683089509126144,21621,2023,NA,1549070514290487,94,21621AG,PIGL,6.6,5,18.8,
683089165126144,21924,2023,1549057691290487,1549057680290487,94,21924AA,PIGL,5.1,5.1000000000000005,2.7,
683089165126144,21924,2023,1549057686290487,1549057679290487,94,21924AB,PIGL,8.1,8.1,15.5,
683089165126144,21924,2023,NA,1549057681290487,94,21924AC,PIGL,5.6,5.6000000000000005,12.9,
683089342126144,22765,2023,NA,1549065219290487,94,22765AA,PIGL,8.7,8.700000000000001,5.9,
683089342126144,22765,2023,NA,1549065220290487,94,22765AB,PIGL,7,7,7.6,
683089342126144,22765,2023,NA,1549065221290487,94,22765AC,PIGL,5,5,0.5,
683089215126144,23142,2023,1549059714290487,1549059708290487,94,23142AA,PIGL,5.2,5.2,2.4,
683089215126144,23142,2023,NA,1549059705290487,94,23142AB,PIGL,4.6,4.6000000000000005,0.3,
683089215126144,23142,2023,NA,1549059706290487,94,23142AC,PIGL,4.4,4.4,1.1,
683089215126144,23142,2023,NA,1549059707290487,94,23142AD,PIGL,4.4,4.4,5.9,
683089489126144,23935,2023,NA,1549069880290487,94,23935AA,PIGL,5.1,5.1000000000000005,2.3,
683089489126144,23935,2023,NA,1549069881290487,94,23935AB,PIGL,4.9,4.9,2.7,
683089489126144,23935,2023,NA,1549069882290487,94,23935AC,PIGL,4,4,2.7,
683089489126144,23935,2023,NA,1549069883290487,94,23935AD,PIGL,3.9,3.9,2.7,
683089489126144,23935,2023,1549069888290487,NA,94,23935AE,PIGL,6.5,6.5,7.8,
683089193126144,24133,2023,NA,1549058563290487,95,24133AA,PIMA,2.9,2.9,6.3,
683089193126144,24133,2023,NA,1549058564290487,95,24133AB,PIMA,2.7,2.7,3.9,
683089193126144,24133,2023,NA,1549058565290487,95,24133AC,PIMA,2.9,2.9,5.8,
683089235126144,24961,2023,NA,1549060979290487,95,24961AA,PIMA,6.6,6.6000000000000005,6.1,
683089235126144,24961,2023,NA,1549060978290487,95,24961AB,PIMA,6.1,6.2,17.5,
683089235126144,24961,2023,NA,1549060980290487,95,24961AC,PIMA,4.8,4.8,2.2,
683089338126144,25101,2023,NA,1549065073290487,95,25101AA,PIMA,3.3,3.3000000000000003,1.3,
683089338126144,25101,2023,NA,1549065074290487,95,25101AB,PIMA,3,3,14.4,
683089338126144,25101,2023,NA,1549065075290487,95,25101AC,PIMA,3.5,3.5,1.5,
683089156126144,25556,2023,1549057142290487,1549057134290487,95,25556AA,PIMA,5.2,5.2,3.9,
683089156126144,25556,2023,NA,1549057135290487,95,25556AB,PIMA,4,4,13.7,
683089156126144,25556,2023,NA,1549057136290487,95,25556AC,PIMA,3.4,3.4,0.6,
683089156126144,25556,2023,NA,1549057137290487,95,25556AD,PIMA,4.7,4.7,2.6,
683089094126144,25763,2023,NA,1549053647290487,95,25763AA,PIMA,3.5,3.5,1.3,
683089094126144,25763,2023,NA,1549053648290487,95,25763AB,PIMA,3.6,3.6,2.8,
683089094126144,25763,2023,NA,1549053649290487,95,25763AC,PIMA,3.4,3.4,1.8,
683089233126144,26182,2023,NA,1549060809290487,95,26182AA,PIMA,6.6,6.6000000000000005,1.2,
683089233126144,26182,2023,NA,1549060810290487,95,26182AB,PIMA,7,7,2.6,
683089233126144,26182,2023,NA,1549060811290487,376,26182AC,BENE,6,6,13.8,
683089233126144,26182,2023,NA,1549060812290487,95,26182AD,PIMA,6,6,2.3,
683089233126144,26182,2023,1549060822290487,1549060813290487,94,26182AE,PIGL,7.7,7.7,1.4,
683089233126144,26182,2023,1549060823290487,1549060814290487,95,26182AF,PIMA,6,6,17.3,
683088885126144,26384,2023,NA,1549072705290487,95,26384AA,PIMA,3.5,3.5,1.5,
683088885126144,26384,2023,NA,1549072706290487,95,26384AB,PIMA,4.1,4.1,8.1,
NA,NA,NA,NA,NA,95,26384AC,PIMA,7.1,NA,3.2,
683088885126144,26384,2023,NA,1549072707290487,95,26384AD,PIMA,3.9,3.9,2.3,
683089285126144,26513,2023,NA,1549063437290487,95,26513AA,PIMA,4,4,4.1,
683089285126144,26513,2023,NA,1549063438290487,95,26513AB,PIMA,3.3,3.3000000000000003,1.6,
683089285126144,26513,2023,NA,1549063439290487,95,26513AC,PIMA,2.5,2.5,0.6,
683089285126144,26513,2023,NA,1549063440290487,95,26513AD,PIMA,3.7,3.7,0.7,
683089336126144,26578,2023,1549064812290487,1549064805290487,94,26578AA,PIGL,16.2,16.2,6.1,
683089336126144,26578,2023,1549064827290487,1549064806290487,94,26578AB,PIGL,13.1,13.1,11.5,
NA,NA,NA,NA,NA,94,26578AC,PIGL,11.5,NA,NA,core broken - offset inestimable
683089336126144,26578,2023,1549064817290487,NA,94,26578AD,PIGL,8.3,8.3,0.8,
683089126126144,27672,2023,NA,1549055025290487,95,27672AA,PIMA,4.5,4.5,4.3,
683089126126144,27672,2023,NA,1549055026290487,95,27672AB,PIMA,3.9,3.9,0.4,
683089126126144,27672,2023,NA,1549055027290487,95,27672AC,PIMA,4.4,4.4,11.4,
NA,NA,NA,NA,NA,95,28359AA,PIMA,3.3,NA,NA,large core segment missing - unmeasurable
683089273126144,28359,2023,NA,1549062962290487,95,28359AB,PIMA,4,4,0.8,
683089273126144,28359,2023,NA,1549062963290487,95,28359AC,PIMA,3.5,3.5,1.8,
683089273126144,28359,2023,1549062968290487,NA,95,28359AD,PIMA,7.1,7.1000000000000005,11,
683089273126144,28359,2023,1549062969290487,NA,95,28359AE,PIMA,5.1,5.1000000000000005,22.3,
683089571126144,29281,2023,NA,1549074997290487,94,29281AA,PIGL,5.5,5.5,0.9,
683089571126144,29281,2023,NA,1549074998290487,94,29281AB,PIGL,5.6,5.4,3.4,
683089571126144,29281,2023,NA,1549074999290487,94,29281AC,PIGL,NA,5.3,7.8,
683089571126144,29281,2023,1549075010290487,NA,94,29281AD,PIGL,NA,6.6000000000000005,12.4,broken segments/missing rings by bark - end year x-dates to 1984
683089569126144,29569,2023,NA,1549046497290487,95,29569AA,PIMA,3.5,3.5,5.7,
683089569126144,29569,2023,NA,1549046499290487,95,29569AC,PIMA,3.5,3.5,2.7,
NA,NA,NA,NA,NA,95,29569AC2,PIMA,3.4,NA,2.8,
683089531126144,30022,2023,NA,1549071324290487,95,30022AA,PIMA,3,3,3.5,
683089531126144,30022,2023,NA,1549071325290487,95,30022AB,PIMA,3.6,3.6,1.5,
683089531126144,30022,2023,NA,1549071326290487,95,30022AC,PIMA,3.7,3.7,2.7,
683089065126144,30891,2023,NA,1549052467290487,95,30891AA,PIMA,4.4,4.4,0.9,
683089065126144,30891,2023,NA,1549052468290487,95,30891AB,PIMA,3.9,3.9,1.5,
683089477126144,31252,2023,NA,1549069391290487,376,31252AA,BENE,6.1,6.1000000000000005,2.8,
683089477126144,31252,2023,1549069408290487,1549069392290487,94,31252AB,PIGL,9.7,9.700000000000001,0.9,
683089477126144,31252,2023,NA,1549069393290487,94,31252AC,PIGL,8.6,8.6,1.9,
683089380126144,31253,2023,1549066739290487,1549066727290487,94,31253AA,PIGL,7.3,7.3,2,
683089380126144,31253,2023,NA,1549066726290487,94,31253AB,PIGL,7.6,7.6000000000000005,8.7,
683089380126144,31253,2023,NA,1549066725290487,94,31253AC,PIGL,8.5,8.5,10.5,
683088700126144,31827,2023,NA,1549071994290487,94,31827AA,PIGL,7.3,7.3,10.9,
683088700126144,31827,2023,NA,1549071995290487,94,31827AB,PIGL,6.8,6.8,9.4,
683088700126144,31827,2023,NA,1549071996290487,94,31827AC,PIGL,7.9,7.9,5.8,
683089167126144,32360,2023,NA,1549057927290487,95,32360AA,PIMA,5.2,5.2,3.6,
NA,NA,NA,NA,NA,95,32360AB,PIMA,5.1,NA,NA,intrusion near pith - offset inestimable
683089167126144,32360,2023,NA,1549057928290487,95,32360AC,PIMA,3.8,3.8000000000000003,0.9,
683089041126144,32437,2023,NA,1549050091290487,94,32437AA,PIGL,8.8,8.8,23.5,
683089041126144,32437,2023,NA,1549050092290487,94,32437AB,PIGL,6.7,6.7,25.7,
683089041126144,32437,2023,NA,1549050093290487,94,32437AC,PIGL,8.8,8.8,21.5,
683089041126144,32437,2023,NA,1549050094290487,376,32437AD,BENE,9.2,9.200000000000001,6.4,
683089468126144,32699,2023,NA,1549069245290487,95,32699AA,PIMA,3.5,3.5,0.6,
683089468126144,32699,2023,NA,1549069246290487,95,32699AB,PIMA,2.8,2.8000000000000003,2.2,
683089468126144,32699,2023,NA,1549069247290487,95,32699AC,PIMA,4.4,4.4,1.2,
NA,NA,NA,NA,NA,94,32699AD,PIGL,9.9,NA,1.4,
683089440126144,33050,2023,NA,1549068532290487,95,33050AA,PIMA,4.6,4.6000000000000005,2.1,
683089440126144,33050,2023,NA,1549068529290487,95,33050AB,PIMA,3,3,0.9,
683089440126144,33050,2023,NA,1549068530290487,95,33050AC,PIMA,2.3,2.3000000000000003,2.4,
683089440126144,33050,2023,NA,1549068531290487,95,33050AD,PIMA,3.8,3.8000000000000003,0.9,
683089007126144,33129,2023,NA,1549047510290487,94,33129AA,PIGL,7.6,7.6000000000000005,13.1,
683089007126144,33129,2023,NA,1549047509290487,95,33129AB,PIMA,4.2,4.2,3.2,
683089007126144,33129,2023,NA,1549047513290487,95,33129AC,PIMA,3.5,3.5,0.7,
683089007126144,33129,2023,NA,1549047514290487,95,33129AD,PIMA,4.6,4.6000000000000005,8.2,
683089007126144,33129,2023,NA,1549047511290487,94,33129AE,PIGL,5.6,5.6000000000000005,2.4,
683089007126144,33129,2023,NA,1549047512290487,94,33129AF,PIGL,8.5,8.5,2.2,
683089203126144,33533,2023,1549059228290487,1549059220290487,94,33533AA,PIGL,14.3,14.3,1.1,
683089203126144,33533,2023,1549059237290487,NA,94,33533AB,PIGL,18.2,18.2,NA,pith not reached - offset inestimable
683089203126144,33533,2023,NA,1549059219290487,94,33533AC,PIGL,10.2,10.200000000000001,3.5,
683089203126144,33533,2023,1549059240290487,1549059221290487,94,33533AD,PIGL,5.4,5.4,1.7,
683089203126144,33533,2023,1549059242290487,1549059222290487,94,33533AE,PIGL,7.6,7.6000000000000005,17.1,
683089203126144,33533,2023,NA,1549059223290487,94,33533AF,PIGL,7.1,7.1000000000000005,4.1,
683089123126144,33548,2023,1549054907290487,1549054890290487,94,33548AA,PIGL,14.1,14.1,12.6,
683089123126144,33548,2023,NA,1549054888290487,94,33548AB,PIGL,13,13.5,NA,core broken - offset inestimable
683089123126144,33548,2023,NA,1549054889290487,94,33548AC,PIGL,9.8,9.8,12.8,
683089093126144,34035,2023,NA,1549053501290487,94,34035AA,PIGL,15.9,15.9,34.2,
683089093126144,34035,2023,NA,1549053502290487,94,34035AB,PIGL,15.8,15.8,14,
683089093126144,34035,2023,NA,1549053503290487,94,34035AC,PIGL,19.6,19.6,18.6,
683089093126144,34035,2023,NA,1549053504290487,95,34035AD,PIMA,4.6,4.6000000000000005,7.7,
683089093126144,34035,2023,NA,1549053505290487,95,34035AE,PIMA,3.8,3.8000000000000003,0.4,
683089093126144,34035,2023,NA,1549053506290487,95,34035AF,PIMA,5.6,5.6000000000000005,9.3,
683089093126144,34035,2023,NA,1549053507290487,95,34035AG,PIMA,4.4,4.4,5.9,
683089093126144,34035,2023,1549053516290487,1549053508290487,94,34035AH,PIGL,13.4,13.4,11.9,
683089093126144,34035,2023,1549053522290487,1549053509290487,94,34035AK,PIGL,11.2,11.200000000000001,19.6,
683089093126144,34035,2023,1549053517290487,1549053510290487,94,34035AL,PIGL,10.4,10.4,4.6,
683089613126144,34706,2023,NA,1549048152290487,94,34706AA,PIGL,4,4,3.2,
683089613126144,34706,2023,NA,1549048153290487,94,34706AB,PIGL,4.9,4.9,1.9,
683089613126144,34706,2023,1549048173290487,NA,94,34706AC,PIGL,7.9,7.9,5.5,
683089140126144,35656,2023,1549056305290487,1549056298290487,94,35656AA,PIGL,5.6,5.6000000000000005,13.5,
683089140126144,35656,2023,NA,1549056299290487,94,35656AB,PIGL,12.2,12.200000000000001,16.1,
683089140126144,35656,2023,NA,1549056300290487,94,35656AC,PIGL,7.4,7.4,2.2,
683089622126144,36151,2023,NA,1549048633290487,94,36151AA,PIGL,8.2,8.2,3.5,
683089622126144,36151,2023,1549048644290487,1549048634290487,94,36151AB,PIGL,6.8,6.8,1.9,
683089622126144,36151,2023,1549048647290487,1549048635290487,94,36151AC,PIGL,7.3,7.3,4.7,
683089622126144,36151,2023,1549048652290487,1549048636290487,94,36151AD,PIGL,11.1,11.1,28.8,
683089641126144,36186,2023,NA,1549051684290487,94,36186AA,PIGL,3.8,2.9,3.4,
683089059126144,36435,2023,1549051141290487,NA,94,36435AA,PIGL,5.3,5.3,11.6,
683089059126144,36435,2023,1549051142290487,NA,94,36435AB,PIGL,8.5,8.5,12,
683088869126144,36450,2023,NA,1549072212290487,94,36450AA,PIGL,4.9,4.9,NA,core broken - offset inestimable
683088869126144,36450,2023,NA,1549072213290487,94,36450AB,PIGL,4.9,4.9,0.4,
683088869126144,36450,2023,NA,1549072214290487,94,36450AC,PIGL,4.1,4.1,2.1,
683089238126144,36930,2023,1549061244290487,1549061235290487,94,36930AA,PIGL,8,8,1.1,
683089238126144,36930,2023,1549061249290487,1549061236290487,94,36930AB,PIGL,6.5,6.5,7.6,
683089238126144,36930,2023,NA,1549061237290487,94,36930AC,PIGL,6.8,6.8,2.3,
683089640126144,37306,2023,NA,1549051527290487,95,37306AA,PIMA,3.6,3.6,2.4,
683089640126144,37306,2023,NA,1549051528290487,95,37306AB,PIMA,3.2,3.2,5.5,
683089640126144,37306,2023,NA,1549051529290487,95,37306AC,PIMA,3.4,3.4,0.9,
683089075126144,37800,2023,NA,1549052974290487,95,37800AA,PIMA,2.4,2.4,5.7,
683089075126144,37800,2023,NA,1549052975290487,95,37800AB,PIMA,2.6,2.6,0.5,
683089075126144,37800,2023,NA,1549052976290487,95,37800AC,PIMA,2,2,0.4,
NA,NA,NA,NA,NA,95,38334AA,PIMA,2.8,NA,NA,core in several pieces - unmeasureable
683089295126144,38334,2023,NA,1549063758290487,95,38334AB,PIMA,2.6,2.6,1.6,
683089553126144,38461,2023,1549045917290487,1549045912290487,94,38461AA,PIGL,9.8,9.8,13.1,
683089553126144,38461,2023,1549045919290487,1549045910290487,94,38461AB,PIGL,6.4,6.4,1.7,
683089553126144,38461,2023,1549045920290487,1549045911290487,94,38461AC,PIGL,8.6,8.6,8.7,
683089553126144,38461,2023,NA,1549045907290487,94,38461AE,PIGL,8.5,8.5,17.5,
683089553126144,38461,2023,NA,1549045908290487,94,38461AF,PIGL,6.8,6.8,1.2,
683089553126144,38461,2023,NA,1549045909290487,94,38461AG,PIGL,8.3,8.3,4.1,
683089408126144,38973,2023,NA,1549067395290487,94,38973AB,PIGL,6.1,6.1000000000000005,4,
683089408126144,38973,2023,NA,1549067396290487,94,38973AC,PIGL,7,7,14.2,
683089408126144,38973,2023,1549067405290487,1549067397290487,94,38973AD,PIGL,6.6,6.6000000000000005,14.3,
683089408126144,38973,2023,1549067432290487,1549067398290487,94,38973AE,PIGL,8.8,8.8,4.3,
683089408126144,38973,2023,NA,1549067399290487,94,38973AF,PIGL,7.1,7.1000000000000005,3,
683089061126144,39063,2023,NA,1549052130290487,95,39063AA,PIMA,1.9,1.9000000000000001,0.4,
683089061126144,39063,2023,NA,1549052131290487,95,39063AB,PIMA,1.5,1.5,0.8,
683089061126144,39063,2023,NA,1549052132290487,95,39063AC,PIMA,3,3,3.9,
683089061126144,39063,2023,1549052145290487,NA,95,39063AD,PIMA,6.1,6.1000000000000005,9.1,
683089116126144,39628,2023,NA,1549054581290487,95,39628AA,PIMA,3,3,0.5,
683089116126144,39628,2023,NA,1549054582290487,95,39628AB,PIMA,2.9,2.9,7.6,
683089116126144,39628,2023,NA,1549054583290487,95,39628AC,PIMA,3,3,4.3,
683089280126144,39754,2023,NA,1549063129290487,95,39754AA,PIMA,3.7,3.7,8.3,
683089280126144,39754,2023,NA,1549063130290487,95,39754AB,PIMA,2.9,2.9,1.9,
683089280126144,39754,2023,NA,1549063131290487,95,39754AC,PIMA,3.2,3.2,7.1,
683089017126144,40681,2023,NA,1549049027290487,95,40681AA,PIMA,4.3,4.3,5.5,
683089017126144,40681,2023,NA,1549049028290487,95,40681AB,PIMA,4.3,4.3,2.8,
683089017126144,40681,2023,NA,1549049029290487,95,40681AC,PIMA,4,4,7.2,
683089356126144,41341,2023,NA,1549065773290487,94,41341AA,PIGL,9,9,7.7,
683089356126144,41341,2023,NA,1549065774290487,94,41341AB,PIGL,7.9,7.9,5,
683089356126144,41341,2023,NA,1549065775290487,94,41341AC,PIGL,7.8,7.8,6.3,
683089356126144,41341,2023,1549065786290487,1549065776290487,95,41341AD,PIMA,6.7,6.7,5.1,
683089356126144,41341,2023,1549065791290487,1549065777290487,94,41341AE,PIGL,5.9,5.9,0.8,
683089356126144,41341,2023,1549065816290487,1549065778290487,95,41341AF,PIMA,7.4,7.4,1.4,
683089356126144,41341,2023,1549065836290487,1549065779290487,94,41341AG,PIGL,8.2,8.2,4.6,
683089196126144,41939,2023,1549058880290487,1549058871290487,94,41939AA,PIGL,9.1,9.1,1.3,
683089196126144,41939,2023,NA,1549058868290487,94,41939AB,PIGL,10.6,10.6,4.1,
